4000,0.00753,9e-06,0.015105
8000,0.029798,1.6e-05,0.060998
12000,0.067731,2.6e-05,0.13459
16000,0.119954,3.5e-05,0.25631
20000,0.189283,4.5e-05,0.380414
24000,0.260989,5.3e-05,0.512189
28000,0.354613,6.1e-05,0.746617
32000,0.461043,6.7e-05,0.934057
36000,0.582826,7.8e-05,1.16688
40000,0.722624,9.3e-05,1.53122
44000,0.878906,9e-05,1.73168
48000,1.02512,9.8e-05,2.04642
52000,1.23095,0.000112,2.45382
56000,1.39381,0.000117,2.8014
60000,1.59464,0.000122,3.23909
64000,1.85632,0.00013,3.73991
68000,2.08707,0.000149,4.27899
72000,2.36608,0.000153,4.82762
76000,2.72443,0.000159,5.15975
80000,2.84092,0.000167,5.83056
84000,3.18778,0.000175,6.35883
88000,3.53939,0.000185,7.20511
92000,3.90474,0.000193,7.83333
96000,4.34149,0.000196,8.49978
100000,4.55418,0.000215,8.98953
